Serial no;Year;City;Sport;Discipline;Athlete;Country;Gender;Event;Medal
382;1936;Garmisch Partenkirchen;Skating;Figure skating;COLLEDGE, Cecilia;GBR;Women;Individual;Silver
383;1936;Garmisch Partenkirchen;Skating;Figure skating;ROTTER, Emilia;HUN;Women;Pairs;Bronze
384;1936;Garmisch Partenkirchen;Skating;Figure skating;SZOLLAS, Laszlo;HUN;Men;Pairs;Bronze
385;1936;Garmisch Partenkirchen;Skating;Figure skating;BAIER, Ernst;GER;Men;Pairs;Gold
386;1936;Garmisch Partenkirchen;Skating;Figure skating;HERBER, Maxi;GER;Women;Pairs;Gold
387;1936;Garmisch Partenkirchen;Skating;Figure skating;PAUSIN, Erik;AUT;Men;Pairs;Silver
388;1936;Garmisch Partenkirchen;Skating;Figure skating;PAUSIN, Ilse;AUT;Women;Pairs;Silver
389;1936;Garmisch Partenkirchen;Skating;Speed skating;STIEPL, Max;AUT;Men;10000M;Bronze
390;1936;Garmisch Partenkirchen;Skating;Speed skating;BALLANGRUD, Ivar;NOR;Men;10000M;Gold
391;1936;Garmisch Partenkirchen;Skating;Speed skating;WASENIUS, Birger;FIN;Men;10000M;Silver
392;1936;Garmisch Partenkirchen;Skating;Speed skating;WASENIUS, Birger;FIN;Men;1500M;Bronze
393;1936;Garmisch Partenkirchen;Skating;Speed skating;MATHISEN, Charles;NOR;Men;1500M;Gold
394;1936;Garmisch Partenkirchen;Skating;Speed skating;BALLANGRUD, Ivar;NOR;Men;1500M;Silver
395;1936;Garmisch Partenkirchen;Skating;Speed skating;OJALA, Antero;FIN;Men;5000M;Bronze
396;1936;Garmisch Partenkirchen;Skating;Speed skating;BALLANGRUD, Ivar;NOR;Men;5000M;Gold
397;1936;Garmisch Partenkirchen;Skating;Speed skating;WASENIUS, Birger;FIN;Men;5000M;Silver
398;1936;Garmisch Partenkirchen;Skating;Speed skating;FREISINGER, Leo;USA;Men;500M;Bronze
399;1936;Garmisch Partenkirchen;Skating;Speed skating;BALLANGRUD, Ivar;NOR;Men;500M;Gold
400;1936;Garmisch Partenkirchen;Skating;Speed skating;KROG, Georg;NOR;Men;500M;Silver
401;1936;Garmisch Partenkirchen;Skiing;Alpine Skiing;ALLAIS, Emile;FRA;Men;Alpine Combined;Bronze
402;1936;Garmisch Partenkirchen;Skiing;Alpine Skiing;PFNÜR, Franz;GER;Men;Alpine Combined;Gold
403;1936;Garmisch Partenkirchen;Skiing;Alpine Skiing;LANTSCHNER, Gustav;GER;Men;Alpine Combined;Silver
404;1936;Garmisch Partenkirchen;Skiing;Alpine Skiing;SCHOU-NILSEN, Laila;NOR;Women;Alpine Combined;Bronze
405;1936;Garmisch Partenkirchen;Skiing;Alpine Skiing;CRANZ, Christel;GER;Women;Alpine Combined;Gold
406;1936;Garmisch Partenkirchen;Skiing;Alpine Skiing;GRASEGGER, Käthe;GER;Women;Alpine Combined;Silver
407;1936;Garmisch Partenkirchen;Skiing;Cross Country Skiing;NIEMI, Pekka;FIN;Men;18KM;Bronze
408;1936;Garmisch Partenkirchen;Skiing;Cross Country Skiing;LARSSON, Erik August;SWE;Men;18KM;Gold
409;1936;Garmisch Partenkirchen;Skiing;Cross Country Skiing;HAGEN, Oddbjorn;NOR;Men;18KM;Silver
410;1936;Garmisch Partenkirchen;Skiing;Cross Country Skiing;BERGER, John;SWE;Men;4X10KM Relay;Bronze
411;1936;Garmisch Partenkirchen;Skiing;Cross Country Skiing;HÄGGBLAD, Artur;SWE;Men;4X10KM Relay;Bronze
412;1936;Garmisch Partenkirchen;Skiing;Cross Country Skiing;LARSSON, Erik August;SWE;Men;4X10KM Relay;Bronze
413;1936;Garmisch Partenkirchen;Skiing;Cross Country Skiing;MATSBO, Martin;SWE;Men;4X10KM Relay;Bronze
414;1936;Garmisch Partenkirchen;Skiing;Cross Country Skiing;JALKANEN, Kalle;FIN;Men;4X10KM Relay;Gold
415;1936;Garmisch Partenkirchen;Skiing;Cross Country Skiing;KARPPINEN, Klaus;FIN;Men;4X10KM Relay;Gold
416;1936;Garmisch Partenkirchen;Skiing;Cross Country Skiing;LÄHDE, Matti;FIN;Men;4X10KM Relay;Gold
417;1936;Garmisch Partenkirchen;Skiing;Cross Country Skiing;NURMELA, Sulo;FIN;Men;4X10KM Relay;Gold
418;1936;Garmisch Partenkirchen;Skiing;Cross Country Skiing;BRODAHL, Sverre;NOR;Men;4X10KM Relay;Silver
419;1936;Garmisch Partenkirchen;Skiing;Cross Country Skiing;HAGEN, Oddbjorn;NOR;Men;4X10KM Relay;Silver
420;1936;Garmisch Partenkirchen;Skiing;Cross Country Skiing;HOFFSBAKKEN, Olaf;NOR;Men;4X10KM Relay;Silver
421;1936;Garmisch Partenkirchen;Skiing;Cross Country Skiing;IVERSEN, Bjarne;NOR;Men;4X10KM Relay;Silver
422;1936;Garmisch Partenkirchen;Skiing;Cross Country Skiing;ENGLUND, Nils-Joel;SWE;Men;50KM;Bronze
423;1936;Garmisch Partenkirchen;Skiing;Cross Country Skiing;WIKLUND, Elis;SWE;Men;50KM;Gold
424;1936;Garmisch Partenkirchen;Skiing;Cross Country Skiing;WIKSTRÖM, Axel;SWE;Men;50KM;Silver
425;1936;Garmisch Partenkirchen;Skiing;Nordic Combined;BRODAHL, Sverre;NOR;Men;Individual;Bronze
426;1936;Garmisch Partenkirchen;Skiing;Nordic Combined;HAGEN, Oddbjorn;NOR;Men;Individual;Gold
427;1936;Garmisch Partenkirchen;Skiing;Nordic Combined;HOFFSBAKKEN, Olaf;NOR;Men;Individual;Silver
428;1936;Garmisch Partenkirchen;Skiing;Ski Jumping;ANDERSEN, Reidar;NOR;Men;K90 Individual (70M);Bronze
429;1936;Garmisch Partenkirchen;Skiing;Ski Jumping;RUUD, Birger;NOR;Men;K90 Individual (70M);Gold
430;1936;Garmisch Partenkirchen;Skiing;Ski Jumping;ERIKSSON, Sven;SWE;Men;K90 Individual (70M);Silver
431;1948;St.Moritz;Bobsleigh;Bobsleigh;BICKFORD, James John;USA;Men;Four-Man;Bronze
432;1948;St.Moritz;Bobsleigh;Bobsleigh;DUPREE, Donald;USA;Men;Four-Man;Bronze
433;1948;St.Moritz;Bobsleigh;Bobsleigh;DUPREE, William;USA;Men;Four-Man;Bronze
434;1948;St.Moritz;Bobsleigh;Bobsleigh;HICKS, Thomas;USA;Men;Four-Man;Bronze
435;1948;St.Moritz;Bobsleigh;Bobsleigh;D'AMICO, William;USA;Men;Four-Man;Gold
436;1948;St.Moritz;Bobsleigh;Bobsleigh;MARTIN, Patrick Henry;USA;Men;Four-Man;Gold
437;1948;St.Moritz;Bobsleigh;Bobsleigh;RIMKUS, Edward;USA;Men;Four-Man;Gold
438;1948;St.Moritz;Bobsleigh;Bobsleigh;TYLER, Francis William;USA;Men;Four-Man;Gold
439;1948;St.Moritz;Bobsleigh;Bobsleigh;HOUBEN, Max;BEL;Men;Four-Man;Silver
440;1948;St.Moritz;Bobsleigh;Bobsleigh;MANSVELD, Freddy;BEL;Men;Four-Man;Silver
441;1948;St.Moritz;Bobsleigh;Bobsleigh;MOUVET, Jacques;BEL;Men;Four-Man;Silver
442;1948;St.Moritz;Bobsleigh;Bobsleigh;NIELS, Louis-Georges;BEL;Men;Four-Man;Silver
443;1948;St.Moritz;Bobsleigh;Bobsleigh;CARRON, Schuyler;USA;Men;Two-Man;Bronze
444;1948;St.Moritz;Bobsleigh;Bobsleigh;FORTUNE, Frederick Joseph;USA;Men;Two-Man;Bronze
445;1948;St.Moritz;Bobsleigh;Bobsleigh;ENDRICH, Felix;SUI;Men;Two-Man;Gold
446;1948;St.Moritz;Bobsleigh;Bobsleigh;WALLER, Friedrich;SUI;Men;Two-Man;Gold
447;1948;St.Moritz;Bobsleigh;Bobsleigh;EBERHARD, Paul Hans;SUI;Men;Two-Man;Silver
448;1948;St.Moritz;Bobsleigh;Bobsleigh;FEIERABEND, Fritz;SUI;Men;Two-Man;Silver
449;1948;St.Moritz;Bobsleigh;Skeleton;CRAMMOND, John;GBR;Men;Individual;Bronze
450;1948;St.Moritz;Bobsleigh;Skeleton;BIBBIA, Nino;ITA;Men;Individual;Gold
451;1948;St.Moritz;Bobsleigh;Skeleton;HEATON, John;USA;Men;Individual;Silver
452;1948;St.Moritz;Ice Hockey;Ice Hockey;BÄNNINGER, Hans;SUI;Men;Ice Hockey;Bronze
453;1948;St.Moritz;Ice Hockey;Ice Hockey;BIELER, Alfred;SUI;Men;Ice Hockey;Bronze
454;1948;St.Moritz;Ice Hockey;Ice Hockey;BOLLER, Heinrich;SUI;Men;Ice Hockey;Bronze
455;1948;St.Moritz;Ice Hockey;Ice Hockey;CATTINI, Ferdinand;SUI;Men;Ice Hockey;Bronze
456;1948;St.Moritz;Ice Hockey;Ice Hockey;CATTINI, Hans;SUI;Men;Ice Hockey;Bronze
457;1948;St.Moritz;Ice Hockey;Ice Hockey;DÜRST, Hans;SUI;Men;Ice Hockey;Bronze
458;1948;St.Moritz;Ice Hockey;Ice Hockey;DÜRST, Walter Paul;SUI;Men;Ice Hockey;Bronze
459;1948;St.Moritz;Ice Hockey;Ice Hockey;HANDSCHIN, Emil;SUI;Men;Ice Hockey;Bronze
460;1948;St.Moritz;Ice Hockey;Ice Hockey;LOHRER, Heini;SUI;Men;Ice Hockey;Bronze
461;1948;St.Moritz;Ice Hockey;Ice Hockey;LOHRER, Werner;SUI;Men;Ice Hockey;Bronze
462;1948;St.Moritz;Ice Hockey;Ice Hockey;PERL, Reto;SUI;Men;Ice Hockey;Bronze
463;1948;St.Moritz;Ice Hockey;Ice Hockey;POLTERA, Gebhard;SUI;Men;Ice Hockey;Bronze
464;1948;St.Moritz;Ice Hockey;Ice Hockey;POLTERA, Ulrich;SUI;Men;Ice Hockey;Bronze
465;1948;St.Moritz;Ice Hockey;Ice Hockey;RÜEDI, Beat;SUI;Men;Ice Hockey;Bronze
466;1948;St.Moritz;Ice Hockey;Ice Hockey;SCHUBIGER, Otto;SUI;Men;Ice Hockey;Bronze
467;1948;St.Moritz;Ice Hockey;Ice Hockey;TORRIANI, Richard;SUI;Men;Ice Hockey;Bronze
468;1948;St.Moritz;Ice Hockey;Ice Hockey;TREPP, Hans;SUI;Men;Ice Hockey;Bronze
469;1948;St.Moritz;Ice Hockey;Ice Hockey;BROOKS, H.;CAN;Men;Ice Hockey;Gold
470;1948;St.Moritz;Ice Hockey;Ice Hockey;DOWEY, Murray Albert;CAN;Men;Ice Hockey;Gold
471;1948;St.Moritz;Ice Hockey;Ice Hockey;DUNSTER, Bernard Frank;CAN;Men;Ice Hockey;Gold
472;1948;St.Moritz;Ice Hockey;Ice Hockey;FORBES, R.A.;CAN;Men;Ice Hockey;Gold
473;1948;St.Moritz;Ice Hockey;Ice Hockey;GILPIN, A.;CAN;Men;Ice Hockey;Gold
474;1948;St.Moritz;Ice Hockey;Ice Hockey;GRAVELLE, Jean Orval;CAN;Men;Ice Hockey;Gold
475;1948;St.Moritz;Ice Hockey;Ice Hockey;GUZZO, Patrick;CAN;Men;Ice Hockey;Gold
476;1948;St.Moritz;Ice Hockey;Ice Hockey;HALDER, Walter Edwin;CAN;Men;Ice Hockey;Gold
477;1948;St.Moritz;Ice Hockey;Ice Hockey;HIBBERD, Thomas Edward;CAN;Men;Ice Hockey;Gold
478;1948;St.Moritz;Ice Hockey;Ice Hockey;KING, Ross;CAN;Men;Ice Hockey;Gold
479;1948;St.Moritz;Ice Hockey;Ice Hockey;LAPERRIERE, Henri-André;CAN;Men;Ice Hockey;Gold
480;1948;St.Moritz;Ice Hockey;Ice Hockey;LECOMPTE, John Howard;CAN;Men;Ice Hockey;Gold
481;1948;St.Moritz;Ice Hockey;Ice Hockey;LEICHNITZ, J.;CAN;Men;Ice Hockey;Gold
482;1948;St.Moritz;Ice Hockey;Ice Hockey;MARA, George Edward;CAN;Men;Ice Hockey;Gold
483;1948;St.Moritz;Ice Hockey;Ice Hockey;RENAUD, Albert Roméo;CAN;Men;Ice Hockey;Gold
484;1948;St.Moritz;Ice Hockey;Ice Hockey;SCHROETER, Reginald John;CAN;Men;Ice Hockey;Gold
485;1948;St.Moritz;Ice Hockey;Ice Hockey;TAYLOR, Irving;CAN;Men;Ice Hockey;Gold
486;1948;St.Moritz;Ice Hockey;Ice Hockey;BOUZEK, Vladimir;TCH;Men;Ice Hockey;Silver
487;1948;St.Moritz;Ice Hockey;Ice Hockey;BUBNIK, Gustav;TCH;Men;Ice Hockey;Silver
488;1948;St.Moritz;Ice Hockey;Ice Hockey;DROBNY, Jaroslav;TCH;Men;Ice Hockey;Silver
489;1948;St.Moritz;Ice Hockey;Ice Hockey;HAJNY, Premysl;TCH;Men;Ice Hockey;Silver
490;1948;St.Moritz;Ice Hockey;Ice Hockey;JARKOVSKY, Zdenek;TCH;Men;Ice Hockey;Silver
491;1948;St.Moritz;Ice Hockey;Ice Hockey;KOBRANOV, Vladimir;TCH;Men;Ice Hockey;Silver
492;1948;St.Moritz;Ice Hockey;Ice Hockey;KONOPASEK, Stanislav;TCH;Men;Ice Hockey;Silver
493;1948;St.Moritz;Ice Hockey;Ice Hockey;MODRY, Bohumil;TCH;Men;Ice Hockey;Silver
494;1948;St.Moritz;Ice Hockey;Ice Hockey;POKORNY, Miloslav;TCH;Men;Ice Hockey;Silver
495;1948;St.Moritz;Ice Hockey;Ice Hockey;ROZINAK, Vaclav;TCH;Men;Ice Hockey;Silver
496;1948;St.Moritz;Ice Hockey;Ice Hockey;SLAMA, Miroslav;TCH;Men;Ice Hockey;Silver
497;1948;St.Moritz;Ice Hockey;Ice Hockey;STIBOR, Karel;TCH;Men;Ice Hockey;Silver
498;1948;St.Moritz;Ice Hockey;Ice Hockey;STOVIK, Vilibald;TCH;Men;Ice Hockey;Silver
499;1948;St.Moritz;Ice Hockey;Ice Hockey;TROJAK, Ladislav;TCH;Men;Ice Hockey;Silver
500;1948;St.Moritz;Ice Hockey;Ice Hockey;TROUSILEK, Josef;TCH;Men;Ice Hockey;Silver
501;1948;St.Moritz;Ice Hockey;Ice Hockey;ZABRODSKY, Oldrich;TCH;Men;Ice Hockey;Silver
502;1948;St.Moritz;Ice Hockey;Ice Hockey;ZABRODSKY, Vladimir;TCH;Men;Ice Hockey;Silver
503;1948;St.Moritz;Skating;Figure skating;RADA, Edi;AUT;Men;Individual;Bronze
504;1948;St.Moritz;Skating;Figure skating;BUTTON, Richard;USA;Men;Individual;Gold
505;1948;St.Moritz;Skating;Figure skating;GERSCHWILER, Hans;SUI;Men;Individual;Silver
506;1948;St.Moritz;Skating;Figure skating;ALTWEGG, Jeannette;GBR;Women;Individual;Bronze
507;1948;St.Moritz;Skating;Figure skating;SCOTT, Barbara Ann;CAN;Women;Individual;Gold
508;1948;St.Moritz;Skating;Figure skating;PAWLIK, Eva;AUT;Women;Individual;Silver
509;1948;St.Moritz;Skating;Figure skating;DIESTELMEYER, Wallace;CAN;Men;Pairs;Bronze
510;1948;St.Moritz;Skating;Figure skating;MORROW, Suzanne;CAN;Women;Pairs;Bronze
511;1948;St.Moritz;Skating;Figure skating;BAUGNIET, Pierre;BEL;Men;Pairs;Gold
512;1948;St.Moritz;Skating;Figure skating;LANNOY, Micheline;BEL;Women;Pairs;Gold
513;1948;St.Moritz;Skating;Figure skating;KEKESSY, Andrea;HUN;Women;Pairs;Silver
514;1948;St.Moritz;Skating;Figure skating;KIRALY, Ede;HUN;Men;Pairs;Silver
515;1948;St.Moritz;Skating;Speed skating;LAMMIO, Pentti;FIN;Men;10000M;Bronze
516;1948;St.Moritz;Skating;Speed skating;SEYFFARTH, Ake;SWE;Men;10000M;Gold
517;1948;St.Moritz;Skating;Speed skating;PARKKINEN, Lauri;FIN;Men;10000M;Silver
518;1948;St.Moritz;Skating;Speed skating;LUNDBERG, Odd;NOR;Men;1500M;Bronze
519;1948;St.Moritz;Skating;Speed skating;FARSTAD, Sverre;NOR;Men;1500M;Gold
520;1948;St.Moritz;Skating;Speed skating;SEYFFARTH, Ake;SWE;Men;1500M;Silver
521;1948;St.Moritz;Skating;Speed skating;HEDLUND, Göthe;SWE;Men;5000M;Bronze
522;1948;St.Moritz;Skating;Speed skating;LIAKLEV, Reidar;NOR;Men;5000M;Gold
523;1948;St.Moritz;Skating;Speed skating;LUNDBERG, Odd;NOR;Men;5000M;Silver
524;1948;St.Moritz;Skating;Speed skating;HELGESEN, Finn;NOR;Men;500M;Gold
525;1948;St.Moritz;Skating;Speed skating;BYBERG, Thomas;NOR;Men;500M;Silver
526;1948;St.Moritz;Skating;Speed skating;BARTHELOMEW, Kenneth;USA;Men;500M;Silver
